sha	scope	path_or_hunk	decision	reason	target_batch
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/rogue/SmokeBomb.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/warrior/Endure.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/warrior/HeroicLeap.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/warrior/Shockwave.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Belongings.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java	slice1	reviewed: override -	hotspot-hero
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/HeroAction.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/HeroClass.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/HeroSubClass.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Talent.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Acidic.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Albino.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/ArmoredBrute.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/ArmoredStatue.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bandit.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bat.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bee.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bestiary.java	slice2	reviewed: override -	slice2-feature
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Brute.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CausticSlime.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Crab.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalGuardian.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalMimic.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalSpire.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalWisp.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DelayedRockFall.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DemonSpawner.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM100.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM200.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM201.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM300.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DwarfKing.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Elemental.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Eye.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FetidRat.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FungalCore.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FungalSentry.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FungalSpinner.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Ghoul.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Gnoll.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollGeomancer.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollGuard.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollSapper.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollTrickster.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GoldenMimic.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Golem.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Goo.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GreatCrab.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Guard.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mob.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Monk.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Necromancer.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Blacksmith.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/DirectableAlly.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Ghost.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Imp.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/ImpShopkeeper.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/MirrorImage.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/NPC.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/PrismaticImage.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/RatKing.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Sheep.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Shopkeeper.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Wandmaker.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/PhantomPiranha.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Piranha.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Pylon.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Rat.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RipperDemon.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RotHeart.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RotLasher.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Scorpio.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Senior.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Shaman.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Skeleton.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Slime.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Snake.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/SpectralNecromancer.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Spinner.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Statue.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Succubus.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Swarm.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Tengu.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Thief.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/TormentedSpirit.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Warlock.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Wraith.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogDzewa.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogFist.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Assets.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Badges.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Bones.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Challenges.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Chrome.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java	slice1	reviewed: override -	hotspot-dungeon
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/BadgeBanner.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/BannerSprites.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Beam.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/BlobEmitter.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/CellEmitter.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Chains.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/CheckedCell.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/CircleArc.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/DarkBlock.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Degradation.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Effects.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/EmoIcon.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Enchanting.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Fireball.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Flare.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/FloatingText.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/IceBlock.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Identification.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Lightning.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/MagicMissile.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/BlastParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/BloodParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/ChallengeParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/CorrosionParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/EarthParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/ElmoParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/EnergyParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/FlameParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/FlowParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/LeafParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/PitfallParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/PoisonParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/PurpleParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/RainbowParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/SacrificialParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/ShadowParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/ShaftParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/SmokeParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/SnowParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/SparkParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/WebParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/WindParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/particles/WoolParticle.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Pushing.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Ripple.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/ShadowBox.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/ShieldHalo.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Speck.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/SpellSprite.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Splash.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Surprise.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Swap.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/TargetedCell.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/TorchHalo.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Transmuting.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/Wound.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/GamesInProgress.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Amulet.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Ankh.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/ArcaneResin.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/Armor.java	slice1	reviewed: override -	cold-code
eec247990319748ad49e29e7540b40623e6e6bb3	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/ClassArmor.java	slice1	reviewed: override -	cold-code
