sha	review_kind	status	decision	target_batch	path_overrides	reason
1f6b82b6228f5aaf63f73419284b3501862388d0	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket or journal localization hunks; anchored feature keys stay in Slice 2: v2.4.0: updated translations, changelog, and version for v2.4.0 release!
f06e61996fdd66f94c1d7cf4c275c62b895e6570	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket or journal localization hunks; anchored feature keys stay in Slice 2: v2.4.0: updated translations, changelog, and version for RC-2
29cca96a471d1794ebe9c8471882fec080cbe4e7	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: fixed trinket catalyst spawning after sewers on existing runs
91d392e0638dda0dba9d26b44ed4855285d0f620	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/actors/actors_vi.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/items/items_cs.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_el.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_es.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_hu.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_in.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ja.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ko.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pt.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ru.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket or journal localization hunks; anchored feature keys stay in Slice 2: v2.4.0: updated version, changelog, and translations for RC-1
523a37df5afacc1cc565b7aa64eee4138a605477	sample	approved	slice2	slice2-feature	-	Deterministic slice2-feature sample; immutable diff confirms v2.4.0: cursed cursed wand sheep effect not dropping them to chasms
ddc40523d2611763dd9fa59111755be2c40bde4a	frontier-required	approved	slice1	platform-review	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: adjusted desktop error message due to window creation errors
4a9a48d23f847fd39d63a968acd9820bd3da62cc	sample	approved	slice2	slice2-feature	-	Deterministic slice2-feature sample; immutable diff confirms v2.4.0: fixed mossy clump upgrade cost not actually being increased =S
83467489ba2bb5a3be53469e3d376bf02337e3ae	frontier-required	override	slice2	slice2-feature	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/exotic/ScrollOfMetamorphosis.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: fixed some bugs in wondrous resin cursed wand effects
c718e49360b7c0b84f20868648d98363ab995a92	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/actors/actors_be.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_cs.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_de.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_el.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_es.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_fr.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_hu.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_in.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_it.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_ja.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_ko.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_nl.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_pl.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_pt.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_ru.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_tr.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/actors/actors_zh.properties@@actors.mobs.ebonymimic=slice2;core/src/main/assets/messages/items/items_cs.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_el.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_es.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_fr.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_hu.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_in.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_it.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ja.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ko.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_nl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pt.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ru.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket or journal localization hunks; anchored feature keys stay in Slice 2: v2.4.0: updated version, changelog, and translations for BETA-3
e0c6daa43b158457915256a9e95cb3b3bed0ffa4	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/exotic/ScrollOfMetamorphosis.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: added some positive variant cursed wand fx for wondrous resin
fae26b61ae0af8d5d65a757795b9d4e58c4e9e55	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: trinket balance adjustments: - upgrade cost for clover and sundial down - upgrade cost for mossy clump up - reduced bonus drops from petrified seed to 8.33%/lvl from 13.33%/lvl
9311cc298f60c8bedc08cb09a619405e7db0fd14	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: implemented the eye of newt trinket
f278a609290ff5f71d0061b2bfa2ab1552f65db6	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/Wand.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: mostly implemented the wondrous resin trinket
ef2fec4c8c2d516542e6e57047445b3375b52888	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/actors/actors.properties=slice2;core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/EbonyMimic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/RegularLevel.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/MimicSprite.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: finished impl of mimic tooth
d45cc9cae45807d3e1397eb6fac263256519aadc	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: fixed createMobs discarding mobs it can't immediately place
78f9e4fdb7aa68a40b131f39bdef297068ace501	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: adjusted item similarity, lets alchemy repeat work on trinkets
c67dc832715f8210ffd0ae52f829c7feffcc6ee5	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/assets/sprites/mimic.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalMimic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GoldenMimic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/RegularLevel.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/CrystalVaultRoom.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/TreasuryRoom.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/standard/SuspiciousChestRoom.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/MimicSprite.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: implemented part of new mimic tooth trinket
cb18c1eee19caa3195ae609101e9fdc3ad9a25d9	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: made enemy spawn logic near entrances a bit more strict
6bdac172b16854cb0c9bac3a32396c8a89173dee	frontier-required	override	excluded	excluded-ios	build.gradle@@robovmVersion=excluded	The only immutable hunk bumps RoboVM 2.3.20 to 2.3.21, an iOS-only dependency update excluded from Slice 1.
605bdde4d3e4564606a6d5f1b749e41edc0d77d6	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items_be.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_cs.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_de.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_el.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_es.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_fr.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_hu.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_in.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_it.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ja.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ko.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_nl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pt.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ru.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_tr.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_uk.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_vi.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket or journal localization hunks; anchored feature keys stay in Slice 2: v2.4.0: updated version, changelog, and translations for v2.4.0
1d6d8cfdbb7ba2c963938accb59df0cb32bf4f19	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items.properties@@items.trinkets=slice2	Actor text correction is Slice 1; trinket text correction is Slice 2; upstream changelist is excluded.
712c7022232f7ef3fb33c3bc55a775209524cbf1	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.4.0: fixed a welcome message error and updated version again =S
7e6a4299fbc99aa4d66047ecbfd86bb3e361b36a	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items_be.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_cs.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_de.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_el.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_es.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_fr.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_hu.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_in.properties@@items.journal=slice2;core/src/main/assets/messages/items/items_in.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_it.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ja.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ko.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_nl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pl.properties@@items.journal=slice2;core/src/main/assets/messages/items/items_pl.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_pt.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_ru.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_tr.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_uk.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_vi.properties@@items.trinkets=slice2;core/src/main/assets/messages/items/items_zh.properties@@items.trinkets=slice2;core/src/main/assets/messages/scenes/scenes_be.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_cs.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_de.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_el.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_es.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_fr.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_hu.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_in.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_it.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ja.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ko.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_nl.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_pl.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_pt.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_ru.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_tr.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_uk.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_vi.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes_zh.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/scenes/scenes.properties@@scenes.welcomescene.update_msg=excluded;core/src/main/assets/messages/windows/windows_in.properties@@windows.wndjournal=slice2	Release rollup mixes Slice 1 version and translation work with deferred trinket and journal localization plus upstream WelcomeScene update text; feature keys stay in Slice 2 and update-message hunks are excluded.
059e11cfa738d63eb04b961784338bd0145b0db0	sample	approved	slice1	cold-code	-	Deterministic cold-code sample; immutable diff confirms v2.4.0: adjusted aggressive barrier to account for reduced charge speed
23eede6133d37d368ac2cb85ec9a47d93e2b181f	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.4.0: updated version and changes screen for ALPHA-4
c173c603f1a4d61ff5e6a5a567e66917951264b4	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: fixed static chars not being immune to ai state debuffs
dd9026ee245f80fcc951ba0a7f7f916859750ece	frontier-required	override	mixed	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/features/HighGrass.java@@PetrifiedSeed.stoneInsteadOfSeedChance=slice2	PetrifiedSeed behavior is deferred Slice 2; the independent fractional dew-drop probability correction in HighGrass remains Slice 1 tuning.
a44b1583288a6d8c9a4119874c3850acca0e9357	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: added trinkets to rankings page
40234c0b4366c51183a68283b59b994d831db60d	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.4.0: updated version and changelog for ALPHA-3
0639f25f808d8d0e4b0870e59079622d1cb799c5	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: fixed major errors in caves fissure transition rooms
69f721db0fa97df0ccdc26d381430029d4f637e9	frontier-required	approved	excluded	excluded-ios	-	Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.4.0: fixed an incorrect API reason in iOS privacy manifest
abfcd685801fb14a89ff82aab81d0cd060720728	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.4.0: updated version and changelog for ALPHA-2
f6e82d0e45107989a1f4c376b6b7702f1be757a2	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: lifelink damage now shows the correct damage icon
54367bae2bc37f505acacf1218cbcd44d4bae4fd	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: standardized chars being immune to ai state or stun/slow debuffs
3bae46d77df9fc575ea15222aca65d18f6f29b68	frontier-required	approved	excluded	excluded-ios	-	Immutable diff is iOS-only or upstream-only documentation and is excluded: v2.4.0: added a privacy manifest for iOS
fe7a58f675d5edea23415abb7fd7d9fa3873c123	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: fixed incorrect placeholder sprites in journal catalogs
2763cf42ca71fce0e4e942721d9db6509306daf3	frontier-required	approved	mixed	frontier-mixed	-	Immutable diff preserves Slice 1 engine or tuning paths while existing path rows defer feature or documentation paths: v2.4.0: updated version and changelog for ALPHA-1
5bc753f3b169787d23a5a21f3fdef621d7e0dc43	frontier-required	approved	slice1	hotspot-settings-serialization	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: fixed power saver showing up on iOS devices
345b6fe79dca7ed7b3528af42050dfc1e0977d0c	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: added an ENTRANCE_SP terrain type
e279e3c26decc5dbda941858962cca6756e6ec9e	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: implemented upgrade costs for existing trinkets
03b6d4363cc180d4aa426b34a9813d83c165630a	sample	approved	slice2	slice2-feature	-	Deterministic slice2-feature sample; immutable diff confirms v2.4.0: adjusted stat scaling for some artifacts
7e256333f4751f61910117b190fb3f04ba0cd092	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: added an entrance/exit variant for each region
cc80f8a391baeaa03290a63ba4808bbaf3ab57cb	frontier-required	approved	slice1	hotspot-dungeon,hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: improve behavior for existing entrance/exit rooms
769c459aa7a91e1725882f0064c43c9c70da3d59	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: refactored entrance and exit rooms to be more extensible
ba90e140c1a02f291685b253c2ca63aecb73d21f	frontier-required	override	mixed	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java@@LimitedDrops.TRINKET_CATA=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java@@trinketCataNeeded=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java@@depth = 15=excluded;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java@@Dungeon.trinketCataNeeded=slice2	Limited-drop helpers for enchantment and intuition stones plus laboratory-room scheduling are Slice 1; trinket-catalyst hunks are Slice 2; depth 1 to 15 is unexplained debug state and excluded.
05ce62915c13675f1c01d276c432c31dbb49e7ba	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items.properties@@items.trinkets.trinketcatalyst=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java@@TRINKET_CATA=slice2	Trinket tutorial assets and TRINKET_CATA sprite hunks are Slice 2; the v2_3_2 version constant is Slice 1 and WelcomeScene is excluded.
6e7175f3209897816b71ffe33d7a55aa27eb328e	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: adjusted damage bonus ordering slightly
6f173e26fa6e90ceeb8e43cf088edcb03ef629fa	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: scroll of transmutation is now usable on trinkets
6807a16dc7d9f11472a38d8ad9a7b63de6894f0d	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: increased cases where trinket catalyst can be in special rooms
c448f97313adb4b2940c4a97b4f62050aa5f0682	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: redesigned brawler's stance ability
11a410f07d71c173393d493e17502e50fb7a6d18	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: Big Duelist charge speed changes: - charge speed down by 33% - ALL weapon abilities buffed to compensate - Champion weapons now share a charge count - Champion now gives bonus charges and charge speed
c5b15faeeac750f3179d9f49df3bc9bf4718690f	frontier-required	approved	slice2	slice2-feature	-	Immutable diff implements a deferred named feature and stays in Slice 2: v2.4.0: 'add energy' button now blinks when using trinket catalysts
dafbb6f859410bf8b72bf19045586fc05af2afb2	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: converted all dmg-boosting duelist abilities to use flat boosts
6233de2f755d4de3c3b948e91cc183e2344911f3	frontier-required	approved	slice1	hotspot-settings-serialization	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: started phasing out the power saver option
f857349a5716c319dba95ce3e9a85de610ed02a2	frontier-required	approved	slice1	hotspot-hero	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: improved when the player taps on an enemy that charmed them
f23962ec5649ffccddc69f53b34665ed0278fd7f	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: fixed very rare cases of hourglass affecting levelgen
6e5d221200b4d6840be211f5dd95edf1fdaff997	sample	approved	slice1	assets-localization	-	Deterministic assets-localization sample; immutable diff confirms v2.4.0: fixed accidental removal of arcane resin sprite asset
28e1c18694080d95d397e586f2c23f73d84dfc71	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/Char.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	All shared game and asset hunks wire deferred clover and trap-mechanism trinkets and move to Slice 2; Random.java only normalizes spacing and stays Slice 1.
2a56271091b97a830ba128cd609928601f16eab7	frontier-required	approved	slice1	hotspot-char,hotspot-hero,hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: created new methods for rolls that are for damage/blocking
a69ca2e15d6b4eb29c39c585aadf00000d3688c5	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: added a game log warning to dimensional sundial
39ec287ee5c557e6d0868688085341f0a7efc369	sample	approved	slice2	slice2-feature	-	Deterministic slice2-feature sample; immutable diff confirms v2.4.0: trinket selection window now remembers trinkets if game is quit
d64bf7c422aa1ff9372e05df6d4ad7f9afd23bf9	frontier-required	override	slice2	slice2-feature	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	Every gameplay and asset hunk implements the deferred v2.4 trinket or cursed-wand feature; heuristic Slice 1 paths move to Slice 2: v2.4.0: added a new trinket: Dimensional Sundial
bfee2fb98d177b58e3a02ed30527efa1ae001f83	frontier-required	approved	slice1	hotspot-char	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: replaced the two T1 on-id talents with damage boost talents
5576a7777f78d4dc66fd5290bbb3b732b0d3aa3d	frontier-required	approved	slice1	hotspot-level	-	Immutable diff is Slice 1 engine, crash-fix, platform-neutral framework, or tuning work with no deferred feature hunk: v2.4.0: redesigned the cached rations talent
